order_id,order_date,customer_id,product,category,region,city,quantity,revenue,discount
ORD10027,2024-01-17,CUS0303,Coffee Beans,Grocery,South,Hyderabad,5,23400.0,0.0
ORD10028,2024-01-10,CUS0591,Notebook Set,Accessories,North,Delhi,4,22722.2,0.15
ORD10029,2024-01-10,CUS0669,Wireless Earbuds,Electronics,East,Kolkata,1,6576.85,0.05
ORD10030,2024-01-19,GST1003,Cotton Kurta,Apparel,South,Chennai,6,31242.0,0.0
ORD10031,2024-01-30,CUS0171,Leather Wallet,Accessories,South,Hyderabad,1,7655.0,0.0
ORD10032,2024-01-31,CUS0542,Smartwatch,Electronics,South,Hyderabad,7,30505.65,0.15
ORD10033,2024-01-15,CUS0004,Yoga Mat,Accessories,South,Bengaluru,2,6591.1,0.05
ORD10034,2024-01-21,CUS0458,Silk Saree,Apparel,West,Mumbai,4,13453.8,0.15
ORD10035,2024-01-03,CUS0457,Yoga Mat,Accessories,South,Vijayawada,6,35838.0,0.0
ORD10036,2024-01-30,CUS0291,Stainless Bottle,Home,North,Delhi,4,25751.6,0.15
ORD10037,2024-01-01,CUS0796,Coffee Beans,Grocery,South,Visakhapatnam,6,12671.1,0.05
ORD10038,2024-01-11,CUS0707,Silk Saree,Apparel,South,Hyderabad,5,13019.75,0.05
ORD10039,2024-01-23,CUS0031,Smartwatch,Electronics,South,Chennai,7,39634.0,0.0
ORD10040,2024-01-31,CUS0168,Coffee Beans,Grocery,South,Vijayawada,4,26292.0,0.0
ORD10041,2024-01-06,CUS0167,Smartwatch,Electronics,South,Visakhapatnam,7,20176.8,0.2
ORD10042,2024-01-21,CUS0719,Stainless Bottle,Home,South,Visakhapatnam,4,17891.2,0.2
ORD10043,2024-01-06,CUS0416,Silk Saree,Apparel,West,Pune,7,2835.0,0.0
ORD10044,2024-01-02,CUS0584,Yoga Mat,Accessories,South,Hyderabad,6,13907.7,0.15
ORD10045,2024-01-14,CUS0648,Wireless Earbuds,Electronics,South,Chennai,1,8137.0,0.0
ORD10046,2024-01-18,CUS0615,Office Chair,Home,West,Pune,5,25240.0,0.0
ORD10047,2024-01-09,CUS0072,Notebook Set,Accessories,South,Vijayawada,7,51989.0,0.0
ORD10048,2024-01-31,CUS0113,Stainless Bottle,Home,West,Mumbai,1,2123.0,0.0
ORD10049,2024-01-20,GST1004,Desk Lamp,Home,West,Pune,6,16320.0,0.0
ORD10050,2024-01-14,CUS0271,Denim Jacket,Apparel,South,Visakhapatnam,1,8295.0,0.0
ORD10051,2024-01-16,CUS0598,Smartwatch,Electronics,North,Delhi,7,59367.0,0.0
ORD10052,2024-01-15,CUS0125,Notebook Set,Accessories,North,Delhi,6,40478.4,0.1
ORD10053,2024-01-04,CUS0298,Denim Jacket,Apparel,South,Bengaluru,2,5281.2,0.1
ORD10054,2024-01-19,CUS0190,Stainless Bottle,Home,South,Visakhapatnam,6,39221.7,0.05
ORD10055,2024-01-25,CUS0152,Desk Lamp,Home,South,Visakhapatnam,1,4089.0,0.0
ORD10056,2024-01-14,CUS0139,Wireless Earbuds,Electronics,South,Bengaluru,4,26020.8,0.1
ORD10057,2024-01-14,CUS0157,Yoga Mat,Accessories,South,Vijayawada,7,51009.0,0.0
ORD10058,2024-01-29,CUS0452,Smartwatch,Electronics,East,Kolkata,2,7009.2,0.1
ORD10059,2024-01-19,CUS0329,Wireless Earbuds,Electronics,South,Vijayawada,2,5380.8,0.05
ORD10060,2024-01-10,CUS0349,Office Chair,Home,South,Vijayawada,3,24885.0,0.0
ORD10061,2024-01-01,CUS0384,Leather Wallet,Accessories,South,Visakhapatnam,3,12063.0,0.0
ORD10062,2024-01-26,CUS0593,Notebook Set,Accessories,South,Visakhapatnam,1,3481.2,0.1
ORD10063,2024-01-20,CUS0690,Stainless Bottle,Home,North,Delhi,4,19631.6,0.15
ORD10064,2024-01-20,GST1006,Stainless Bottle,Home,South,Chennai,2,15167.7,0.05
ORD10065,2024-01-09,CUS0514,Leather Wallet,Accessories,North,Delhi,1,1130.4,0.2
ORD10066,2024-01-06,CUS0591,Wireless Earbuds,Electronics,North,Delhi,2,14234.1,0.15
ORD10067,2024-01-16,CUS0553,Wireless Earbuds,Electronics,North,Delhi,1,3792.0,0.0
ORD10068,2024-01-24,CUS0108,Desk Lamp,Home,West,Mumbai,7,3515.4,0.1
ORD10069,2024-01-10,CUS0787,Stainless Bottle,Home,South,Hyderabad,7,20097.0,0.0
ORD10070,2024-01-17,CUS0132,Stainless Bottle,Home,South,Chennai,3,11739.15,0.05
ORD10071,2024-01-31,CUS0330,Silk Saree,Apparel,South,Chennai,7,41055.0,0.0
ORD10072,2024-01-07,CUS0523,Leather Wallet,Accessories,South,Vijayawada,4,15888.0,0.2
ORD10073,2024-01-08,GST1007,Smartwatch,Electronics,East,Kolkata,7,9185.4,0.1
ORD10074,2024-01-08,CUS0195,Notebook Set,Accessories,East,Kolkata,2,8658.0,0.0
ORD10075,2024-01-29,CUS0739,Yoga Mat,Accessories,West,Pune,2,4492.0,0.0
ORD10076,2024-01-17,CUS0058,Coffee Beans,Grocery,South,Vijayawada,6,15276.0,0.0
ORD10077,2024-01-29,CUS0197,Stainless Bottle,Home,South,Bengaluru,2,11064.6,0.1
ORD10078,2024-01-30,CUS0795,Office Chair,Home,South,Bengaluru,6,35169.6,0.15
ORD10079,2024-01-14,CUS0584,Denim Jacket,Apparel,South,Hyderabad,3,4869.0,0.0
ORD10080,2024-01-02,CUS0070,Smartwatch,Electronics,South,Chennai,3,14988.15,0.05
ORD10081,2024-01-10,CUS0604,Notebook Set,Accessories,South,Vijayawada,4,14398.2,0.05
ORD10082,2024-01-17,CUS0776,Smartwatch,Electronics,East,Kolkata,6,18558.0,0.0
ORD10083,2024-01-12,CUS0079,Cotton Kurta,Apparel,West,Mumbai,1,5851.05,0.05
ORD10084,2024-01-01,CUS0332,Denim Jacket,Apparel,South,Bengaluru,6,14262.0,0.0
ORD10085,2024-01-31,CUS0375,Stainless Bottle,Home,North,Delhi,6,39528.0,0.0
ORD10086,2024-01-10,CUS0105,Stainless Bottle,Home,North,Delhi,6,21696.0,0.0
ORD10087,2024-01-20,CUS0161,Coffee Beans,Grocery,East,Kolkata,7,6681.85,0.15
ORD10088,2024-01-30,CUS0140,Coffee Beans,Grocery,South,Bengaluru,6,40836.0,0.0
ORD10089,2024-01-17,CUS0149,Office Chair,Home,North,Delhi,4,29172.0,0.0
ORD10090,2024-01-22,CUS0323,Office Chair,Home,West,Mumbai,4,17780.4,0.1
ORD10091,2024-01-02,GST1009,Leather Wallet,Accessories,South,Chennai,3,15937.5,0.15
ORD10092,2024-01-22,CUS0191,Cotton Kurta,Apparel,West,Pune,6,8846.4,0.05
ORD10093,2024-01-27,CUS0232,Stainless Bottle,Home,North,Delhi,3,9345.0,0.0
ORD10094,2024-01-29,CUS0154,Desk Lamp,Home,South,Visakhapatnam,5,15204.75,0.05
ORD10095,2024-01-03,CUS0637,Leather Wallet,Accessories,South,Visakhapatnam,1,6574.0,0.0
ORD10096,2024-01-08,CUS0170,Leather Wallet,Accessories,South,Hyderabad,3,9174.15,0.05
ORD10097,2024-01-02,CUS0727,Stainless Bottle,Home,West,Pune,2,12570.0,0.0
ORD10098,2024-01-29,CUS0432,Stainless Bottle,Home,West,Pune,4,11400.0,0.0
ORD10099,2024-01-09,CUS0643,Yoga Mat,Accessories,North,Delhi,4,20988.0,0.0
ORD10100,2024-01-17,CUS0510,Office Chair,Home,South,Visakhapatnam,6,11118.6,0.1
ORD10101,2024-01-15,CUS0213,Denim Jacket,Apparel,North,Delhi,4,19604.0,0.0
ORD10102,2024-01-22,GST1010,Wireless Earbuds,Electronics,North,Delhi,2,2016.0,0.0
ORD10103,2024-01-28,CUS0220,Yoga Mat,Accessories,East,Kolkata,4,24080.6,0.05
ORD10104,2024-01-11,CUS0095,Stainless Bottle,Home,East,Kolkata,1,528.3,0.1
ORD10105,2024-01-25,CUS0204,Denim Jacket,Apparel,West,Pune,6,50958.0,0.0
ORD10106,2024-01-10,CUS0221,Notebook Set,Accessories,South,Vijayawada,6,40965.9,0.05
ORD10107,2024-01-07,CUS0109,Coffee Beans,Grocery,South,Chennai,2,9623.5,0.05
ORD10108,2024-01-04,CUS0019,Stainless Bottle,Home,North,Delhi,2,15526.0,0.0
ORD10109,2024-01-12,CUS0756,Denim Jacket,Apparel,South,Bengaluru,1,5552.8,0.2
ORD10110,2024-01-18,GST1011,Coffee Beans,Grocery,West,Mumbai,3,3858.15,0.15
ORD10111,2024-01-25,CUS0322,Denim Jacket,Apparel,South,Hyderabad,1,6415.0,0.0
ORD10112,2024-01-27,CUS0744,Desk Lamp,Home,South,Visakhapatnam,7,23975.0,0.0
ORD10113,2024-01-17,GST1011,Notebook Set,Accessories,North,Delhi,1,7324.0,0.0
ORD10114,2024-01-13,GST1011,Office Chair,Home,North,Delhi,5,36950.0,0.0
ORD10115,2024-01-06,CUS0678,Denim Jacket,Apparel,South,Hyderabad,4,30890.2,0.05
ORD10116,2024-01-29,CUS0506,Cotton Kurta,Apparel,South,Chennai,2,6842.5,0.15
ORD10117,2024-01-13,CUS0320,Smartwatch,Electronics,West,Pune,6,9807.3,0.15
ORD10118,2024-01-24,CUS0205,Yoga Mat,Accessories,South,Chennai,1,1369.0,0.0
ORD10119,2024-01-20,CUS0029,Yoga Mat,Accessories,South,Chennai,7,11886.0,0.0
ORD10120,2024-01-29,CUS0069,Denim Jacket,Apparel,South,Hyderabad,6,50598.0,0.0
ORD10121,2024-01-31,CUS0130,Silk Saree,Apparel,West,Mumbai,5,24358.0,0.05
ORD10122,2024-01-22,GST1012,Yoga Mat,Accessories,South,Visakhapatnam,7,22519.0,0.0
ORD10123,2024-01-21,CUS0512,Silk Saree,Apparel,West,Pune,3,10228.05,0.15
ORD10124,2024-01-05,CUS0347,Cotton Kurta,Apparel,East,Kolkata,2,2988.6,0.15
ORD10125,2024-01-01,CUS0627,Desk Lamp,Home,South,Bengaluru,2,10002.0,0.0
ORD10126,2024-01-17,CUS0129,Office Chair,Home,West,Mumbai,7,25396.35,0.05
ORD10127,2024-01-22,CUS0169,Denim Jacket,Apparel,South,Bengaluru,3,19533.9,0.05
ORD10128,2024-01-24,CUS0315,Denim Jacket,Apparel,South,Visakhapatnam,6,2818.8,0.1
ORD10129,2024-01-08,CUS0734,Denim Jacket,Apparel,West,Pune,3,22637.55,0.05
ORD10130,2024-01-16,CUS0492,Smartwatch,Electronics,North,Delhi,7,5908.0,0.0
ORD10131,2024-01-27,CUS0681,Cotton Kurta,Apparel,West,Pune,7,24944.15,0.05
ORD10132,2024-01-03,CUS0199,Cotton Kurta,Apparel,South,Bengaluru,3,9378.0,0.0
ORD10133,2024-01-12,CUS0679,Smartwatch,Electronics,South,Chennai,4,23563.8,0.05
ORD10134,2024-01-30,CUS0058,Cotton Kurta,Apparel,South,Vijayawada,6,34284.0,0.0
ORD10135,2024-01-07,CUS0183,Wireless Earbuds,Electronics,South,Chennai,2,3710.7,0.05
ORD10136,2024-01-10,CUS0419,Office Chair,Home,South,Visakhapatnam,1,3914.1,0.1
ORD10137,2024-01-15,CUS0041,Cotton Kurta,Apparel,South,Vijayawada,3,14118.0,0.0
ORD10138,2024-01-22,CUS0687,Stainless Bottle,Home,South,Bengaluru,5,20650.0,0.0
ORD10139,2024-01-08,GST1013,Stainless Bottle,Home,South,Visakhapatnam,1,474.3,0.1
ORD10140,2024-01-25,CUS0434,Office Chair,Home,South,Vijayawada,3,5403.0,0.0
ORD10141,2024-01-08,CUS0245,Stainless Bottle,Home,West,Mumbai,7,29625.75,0.05
ORD10142,2024-01-12,CUS0080,Leather Wallet,Accessories,West,Pune,1,2348.4,0.05
ORD10143,2024-01-18,CUS0496,Cotton Kurta,Apparel,South,Bengaluru,1,4794.0,0.0
ORD10144,2024-01-01,CUS0431,Denim Jacket,Apparel,South,Hyderabad,3,4544.1,0.1
ORD10145,2024-01-24,CUS0608,Wireless Earbuds,Electronics,South,Chennai,1,6025.85,0.05
ORD10146,2024-01-21,CUS0483,Yoga Mat,Accessories,South,Visakhapatnam,1,1790.75,0.05
ORD10147,2024-01-26,GST1014,Notebook Set,Accessories,South,Visakhapatnam,2,11286.0,0.0
ORD10148,2024-01-09,CUS0098,Coffee Beans,Grocery,West,Pune,1,7168.0,0.0
ORD10149,2024-01-13,CUS0625,Office Chair,Home,West,Mumbai,6,19620.0,0.0
ORD10150,2024-01-28,CUS0128,Smartwatch,Electronics,West,Pune,1,1263.1,0.15
ORD10151,2024-01-03,CUS0751,Smartwatch,Electronics,East,Kolkata,4,1346.4,0.15
ORD10152,2024-01-16,CUS0085,Cotton Kurta,Apparel,West,Mumbai,5,14796.0,0.1
ORD10153,2024-01-16,CUS0583,Desk Lamp,Home,South,Hyderabad,5,6455.0,0.0
ORD10154,2024-01-14,CUS0781,Office Chair,Home,North,Delhi,5,35800.75,0.05
ORD10155,2024-01-14,CUS0353,Denim Jacket,Apparel,South,Visakhapatnam,3,22356.0,0.1
ORD10156,2024-01-24,CUS0046,Leather Wallet,Accessories,East,Kolkata,7,55474.3,0.05
ORD10157,2024-01-07,CUS0702,Leather Wallet,Accessories,West,Mumbai,1,7867.0,0.0
ORD10158,2024-01-28,CUS0150,Wireless Earbuds,Electronics,South,Hyderabad,1,4361.35,0.15
ORD10159,2024-01-28,CUS0422,Notebook Set,Accessories,West,Pune,6,17994.0,0.0
ORD10160,2024-01-06,CUS0788,Silk Saree,Apparel,West,Pune,1,3989.0,0.0
ORD10161,2024-01-31,CUS0596,Notebook Set,Accessories,North,Delhi,2,4180.3,0.15
ORD10162,2024-01-09,CUS0038,Leather Wallet,Accessories,North,Delhi,2,13674.3,0.05
ORD10163,2024-01-02,CUS0657,Denim Jacket,Apparel,West,Pune,1,3906.0,0.0
ORD10164,2024-01-13,CUS0129,Stainless Bottle,Home,West,Mumbai,1,3313.6,0.05
ORD10165,2024-01-25,CUS0600,Wireless Earbuds,Electronics,West,Mumbai,5,23892.0,0.2
ORD10166,2024-01-27,CUS0497,Leather Wallet,Accessories,South,Vijayawada,5,16980.0,0.0
ORD10167,2024-01-21,CUS0231,Silk Saree,Apparel,South,Chennai,1,2932.2,0.1
ORD10168,2024-01-26,CUS0339,Denim Jacket,Apparel,South,Vijayawada,7,15414.0,0.0
ORD10169,2024-01-09,GST1016,Wireless Earbuds,Electronics,South,Chennai,1,898.0,0.0
ORD10170,2024-01-28,CUS0790,Denim Jacket,Apparel,South,Hyderabad,5,3295.0,0.0
ORD10171,2024-01-20,CUS0191,Wireless Earbuds,Electronics,West,Pune,6,20702.4,0.05
ORD10172,2024-01-05,GST1017,Stainless Bottle,Home,South,Chennai,4,33844.0,0.0
ORD10173,2024-01-04,CUS0403,Stainless Bottle,Home,South,Visakhapatnam,4,9892.0,0.0
ORD10174,2024-01-09,CUS0538,Office Chair,Home,South,Vijayawada,1,5295.3,0.05
ORD10175,2024-01-03,CUS0405,Denim Jacket,Apparel,South,Chennai,2,5696.2,0.05
ORD10176,2024-01-09,CUS0405,Denim Jacket,Apparel,South,Chennai,6,15211.8,0.1
ORD10177,2024-01-31,CUS0467,Coffee Beans,Grocery,South,Vijayawada,3,4530.6,0.1
ORD10178,2024-01-08,CUS0687,Wireless Earbuds,Electronics,South,Bengaluru,1,4941.0,0.0
ORD10179,2024-01-20,GST1017,Silk Saree,Apparel,South,Hyderabad,6,34314.0,0.0
ORD10180,2024-01-31,CUS0666,Desk Lamp,Home,West,Pune,5,15219.0,0.05
ORD10181,2024-01-08,CUS0630,Cotton Kurta,Apparel,South,Bengaluru,1,4409.9,0.05
ORD10182,2024-01-22,CUS0769,Smartwatch,Electronics,South,Vijayawada,1,4230.0,0.0
ORD10183,2024-01-14,CUS0731,Notebook Set,Accessories,West,Pune,1,2557.0,0.0
ORD10184,2024-01-09,CUS0639,Wireless Earbuds,Electronics,North,Delhi,1,5987.0,0.0
ORD10185,2024-01-30,CUS0198,Yoga Mat,Accessories,South,Vijayawada,5,24315.0,0.0
ORD10186,2024-01-21,GST1018,Desk Lamp,Home,East,Kolkata,1,708.8,0.2
ORD10187,2024-01-14,CUS0590,Smartwatch,Electronics,North,Delhi,5,20733.75,0.05
ORD10188,2024-01-26,CUS0232,Stainless Bottle,Home,North,Delhi,2,7046.0,0.0
ORD10189,2024-01-28,CUS0543,Stainless Bottle,Home,South,Vijayawada,7,45466.05,0.05
ORD10190,2024-01-25,CUS0203,Wireless Earbuds,Electronics,South,Chennai,6,16233.6,0.05
ORD10191,2024-01-27,CUS0419,Denim Jacket,Apparel,South,Visakhapatnam,3,24423.0,0.0
ORD10192,2024-01-10,CUS0638,Coffee Beans,Grocery,South,Visakhapatnam,4,21448.0,0.0
ORD10193,2024-01-11,CUS0151,Denim Jacket,Apparel,North,Delhi,1,1272.6,0.1
ORD10194,2024-01-08,CUS0270,Coffee Beans,Grocery,West,Mumbai,1,3637.0,0.0
ORD10195,2024-01-22,CUS0637,Desk Lamp,Home,South,Visakhapatnam,4,28701.4,0.05
ORD10196,2024-01-25,CUS0364,Coffee Beans,Grocery,East,Kolkata,1,2302.8,0.05
ORD10197,2024-01-21,CUS0769,Smartwatch,Electronics,South,Vijayawada,5,27423.0,0.1
ORD10198,2024-01-19,CUS0007,Office Chair,Home,South,Hyderabad,3,16161.6,0.2
ORD10199,2024-01-24,CUS0578,Stainless Bottle,Home,South,Chennai,1,5394.6,0.1
ORD10200,2024-01-06,CUS0652,Smartwatch,Electronics,West,Mumbai,4,4126.8,0.05
ORD10201,2024-01-12,CUS0735,Denim Jacket,Apparel,South,Vijayawada,4,13600.0,0.0
ORD10202,2024-01-22,CUS0126,Office Chair,Home,West,Mumbai,6,18165.9,0.05
ORD10203,2024-01-02,CUS0788,Stainless Bottle,Home,West,Pune,2,5673.6,0.1
ORD10204,2024-01-29,CUS0314,Wireless Earbuds,Electronics,South,Visakhapatnam,4,25544.2,0.15
ORD10205,2024-01-06,CUS0282,Leather Wallet,Accessories,South,Chennai,6,2133.0,0.1
ORD10206,2024-01-25,CUS0285,Stainless Bottle,Home,South,Bengaluru,2,9484.0,0.0
ORD10207,2024-01-20,GST1020,Silk Saree,Apparel,North,Delhi,6,45111.6,0.1
ORD10208,2024-01-27,CUS0528,Coffee Beans,Grocery,South,Vijayawada,6,38173.5,0.15
ORD10209,2024-01-25,CUS0380,Cotton Kurta,Apparel,South,Visakhapatnam,4,20113.4,0.05
ORD10210,2024-01-16,CUS0057,Stainless Bottle,Home,South,Chennai,7,56411.95,0.05
ORD10211,2024-01-24,CUS0790,Desk Lamp,Home,South,Hyderabad,7,24126.2,0.05
ORD10212,2024-01-11,CUS0178,Stainless Bottle,Home,South,Vijayawada,2,10130.8,0.05
ORD10213,2024-01-19,CUS0076,Leather Wallet,Accessories,South,Chennai,7,33467.0,0.0
ORD10214,2024-01-29,CUS0478,Yoga Mat,Accessories,South,Hyderabad,1,735.0,0.0
ORD10215,2024-01-03,CUS0330,Stainless Bottle,Home,South,Chennai,1,612.0,0.1
ORD10216,2024-01-12,CUS0493,Notebook Set,Accessories,West,Pune,1,6510.15,0.15
ORD10217,2024-01-01,CUS0701,Yoga Mat,Accessories,South,Chennai,3,4500.75,0.15
ORD10218,2024-01-17,GST1021,Leather Wallet,Accessories,West,Mumbai,7,22687.0,0.0
ORD10219,2024-01-25,CUS0228,Smartwatch,Electronics,West,Mumbai,5,27150.0,0.0
ORD10220,2024-01-02,CUS0414,Denim Jacket,Apparel,South,Vijayawada,5,25200.0,0.0
ORD10221,2024-01-18,GST1022,Denim Jacket,Apparel,South,Visakhapatnam,1,4086.9,0.1
ORD10222,2024-01-13,CUS0481,Stainless Bottle,Home,South,Visakhapatnam,4,31654.0,0.05
ORD10223,2024-01-25,CUS0307,Office Chair,Home,South,Visakhapatnam,3,16233.6,0.2
ORD10224,2024-01-07,GST1022,Cotton Kurta,Apparel,North,Delhi,4,32100.0,0.0
ORD10225,2024-01-06,CUS0784,Denim Jacket,Apparel,South,Vijayawada,2,10864.2,0.05
ORD10226,2024-01-03,CUS0385,Coffee Beans,Grocery,South,Hyderabad,2,14992.2,0.1
ORD10227,2024-01-13,CUS0707,Yoga Mat,Accessories,South,Hyderabad,7,36757.0,0.0
ORD10228,2024-01-16,CUS0624,Leather Wallet,Accessories,South,Bengaluru,4,15248.0,0.2
ORD10229,2024-01-29,CUS0242,Denim Jacket,Apparel,West,Mumbai,3,19932.9,0.05
ORD10230,2024-01-15,CUS0200,Cotton Kurta,Apparel,East,Kolkata,1,7430.0,0.0
ORD10231,2024-01-06,CUS0617,Wireless Earbuds,Electronics,South,Visakhapatnam,6,5436.0,0.0
ORD10232,2024-01-22,CUS0166,Notebook Set,Accessories,North,Delhi,4,26421.4,0.15
ORD10233,2024-01-02,CUS0270,Office Chair,Home,West,Mumbai,3,17043.0,0.05
ORD10234,2024-01-11,CUS0189,Leather Wallet,Accessories,South,Visakhapatnam,5,34492.5,0.1
ORD10235,2024-01-21,CUS0486,Desk Lamp,Home,South,Visakhapatnam,1,5563.8,0.1
ORD10236,2024-01-08,CUS0236,Desk Lamp,Home,West,Pune,4,31616.0,0.0
ORD10237,2024-01-19,CUS0527,Stainless Bottle,Home,East,Kolkata,7,16329.6,0.1
ORD10238,2024-01-15,CUS0748,Coffee Beans,Grocery,South,Visakhapatnam,4,6388.6,0.15
ORD10239,2024-01-30,GST1023,Desk Lamp,Home,South,Visakhapatnam,1,1944.0,0.0
ORD10240,2024-01-09,CUS0759,Stainless Bottle,Home,South,Vijayawada,2,4329.0,0.1
ORD10241,2024-01-29,CUS0020,Coffee Beans,Grocery,South,Chennai,1,2092.0,0.0
ORD10242,2024-01-20,CUS0365,Smartwatch,Electronics,South,Vijayawada,4,15796.0,0.0
ORD10243,2024-01-24,CUS0177,Notebook Set,Accessories,West,Pune,3,5892.0,0.0
ORD10244,2024-01-06,CUS0735,Office Chair,Home,South,Vijayawada,1,1393.15,0.15
ORD10245,2024-01-01,CUS0570,Notebook Set,Accessories,West,Mumbai,5,23090.0,0.0
ORD10246,2024-01-23,CUS0257,Desk Lamp,Home,West,Pune,2,13630.0,0.0
ORD10247,2024-01-15,CUS0451,Stainless Bottle,Home,East,Kolkata,3,4146.75,0.05
ORD10248,2024-01-10,CUS0485,Wireless Earbuds,Electronics,South,Chennai,7,31619.0,0.0
ORD10249,2024-01-28,CUS0397,Stainless Bottle,Home,South,Hyderabad,1,5150.7,0.1
ORD10250,2024-01-11,CUS0380,Wireless Earbuds,Electronics,South,Visakhapatnam,2,10370.0,0.15
ORD10251,2024-01-14,CUS0045,Stainless Bottle,Home,South,Hyderabad,3,3618.0,0.0
ORD10252,2024-01-23,CUS0362,Leather Wallet,Accessories,East,Kolkata,4,25320.0,0.0
ORD10253,2024-01-30,CUS0279,Desk Lamp,Home,South,Hyderabad,2,910.4,0.2
ORD10254,2024-01-28,CUS0655,Desk Lamp,Home,South,Chennai,7,15960.0,0.0
ORD10255,2024-01-21,CUS0693,Wireless Earbuds,Electronics,East,Kolkata,1,2952.0,0.0
ORD10256,2024-01-04,CUS0601,Yoga Mat,Accessories,West,Mumbai,7,40891.2,0.2
ORD10257,2024-01-04,GST1025,Stainless Bottle,Home,South,Visakhapatnam,4,6504.2,0.15
ORD10258,2024-01-22,CUS0673,Office Chair,Home,West,Mumbai,1,6389.7,0.05
ORD10259,2024-01-16,CUS0318,Cotton Kurta,Apparel,West,Pune,1,7986.65,0.05
ORD10260,2024-01-05,CUS0334,Silk Saree,Apparel,North,Delhi,1,6947.05,0.15
ORD10261,2024-01-22,CUS0757,Cotton Kurta,Apparel,West,Pune,3,8034.15,0.05
ORD10262,2024-01-30,CUS0694,Notebook Set,Accessories,East,Kolkata,3,3220.5,0.05
ORD10263,2024-01-03,CUS0041,Notebook Set,Accessories,South,Vijayawada,5,9715.5,0.1
ORD10264,2024-01-26,CUS0288,Cotton Kurta,Apparel,West,Mumbai,3,18852.75,0.05
ORD10265,2024-01-11,CUS0600,Cotton Kurta,Apparel,West,Mumbai,6,11132.1,0.05
ORD10266,2024-01-13,CUS0432,Leather Wallet,Accessories,West,Pune,3,16833.0,0.0
ORD10267,2024-01-23,CUS0207,Office Chair,Home,West,Pune,2,6452.4,0.05
ORD10268,2024-01-08,CUS0420,Wireless Earbuds,Electronics,South,Chennai,2,12538.1,0.05
ORD10269,2024-01-05,CUS0694,Stainless Bottle,Home,East,Kolkata,3,15861.0,0.0
ORD10270,2024-01-30,CUS0179,Denim Jacket,Apparel,East,Kolkata,6,30726.0,0.0
ORD10271,2024-01-11,CUS0597,Denim Jacket,Apparel,West,Mumbai,2,12099.6,0.1
ORD10272,2024-01-06,CUS0588,Smartwatch,Electronics,South,Hyderabad,2,16264.0,0.0
ORD10273,2024-01-22,CUS0709,Notebook Set,Accessories,South,Chennai,7,23247.0,0.0
ORD10274,2024-01-07,CUS0239,Leather Wallet,Accessories,South,Visakhapatnam,5,23300.0,0.0
